,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
475,11/26/2008,Four Christmases,80000000,120146040,168311558
476,6/27/1997,Face/Off,80000000,112276146,241200000
477,12/25/2008,Bedtime Stories,80000000,110101975,221468935
478,37597,Road to Perdition,80000000,104054514,183354514
479,40849,Just Go With It,80000000,103028109,214974953
480,2/14/2003,Daredevil,80000000,102543518,182782518
481,9/26/2008,Eagle Eye,80000000,101440743,178066569
482,35587,Con Air,80000000,101117573,224117573
483,12/17/2010,Yogi Bear,80000000,100246011,204774690
484,12/25/2003,Cold Mountain,80000000,95632614,165173909
485,1/15/2010,The Book of Eli,80000000,94835059,158750817
486,11/26/1997,Flubber,80000000,92993801,177993801
487,7/23/1999,The Haunting,80000000,91188905,180188905
488,11/15/1996,Space Jam,80000000,90463534,250200000
489,10/17/2014,Fury,80000000,85755593,211755593
490,38992,The Pink Panther,80000000,82226474,158926474
491,40762,Zookeeper,80000000,80360866,170805525
492,39794,The Day the Earth Stood Still,80000000,79366978,233066978
493,35650,Conspiracy Theory,80000000,76118990,142783718
494,36135,"Six Days, Seven Nights",80000000,74339294,164800000
495,5/24/2002,Spirit: Stallion of the Cimarron,80000000,73215310,106515310
496,37109,Swordfish,80000000,69772969,147080413
497,35858,Lost In Space,80000000,69117629,136047317
498,7/30/2004,The Manchurian Candidate,80000000,65948711,96148711
499,11/22/2006,Déjà Vu,80000000,64038616,181038616
500,6/24/2005,Bewitched,80000000,63313159,131159306
501,36526,Fantasia 2000 (IMAX),80000000,60507228,60507228
502,37471,The Time Machine,80000000,56684819,98983590
503,35836,What Dreams May Come,80000000,55485043,71485043
504,12/25/1998,Mighty Joe Young,80000000,50632037,50632037
505,10/28/2005,The Legend of Zorro,80000000,45575336,141475336
506,36810,Little Nicky,80000000,39442871,58270391
507,9/25/2009,Surrogates,80000000,38577772,119668350
508,37109,Evolution,80000000,38311134,98341932
509,8/26/2005,The Brothers Grimm,80000000,37899638,105299638
510,12/13/1996,Mars Attacks!,80000000,37771017,101371017
511,4/14/2006,The Wild,80000000,37384046,99010667
512,12/20/2013,Walking with Dinosaurs,80000000,36076121,130580730
513,12/22/2000,Thirteen Days,80000000,34566746,66554547
514,35228,Daylight,80000000,32908290,158908290
515,10/23/2015,The Last Witch Hunter,80000000,27367660,131234406
516,2/21/2014,Pompeii,80000000,23169033,108469033
517,36865,Battlefield Earth: A Saga of the Year 3000,80000000,21471685,29725663
518,11/14/2003,Looney Tunes: Back in Action,80000000,20950820,54540662
519,12/18/2009,Nine,80000000,19676965,53508858
520,11/26/2003,Timeline,80000000,19480739,26703184
521,4/22/2010,Oceans,80000000,19422319,86787530
522,11/25/1998,Babe: Pig in the City,80000000,18319860,69131860
523,12/25/1997,The Postman,80000000,17650704,20841123
524,36810,Red Planet,80000000,17480890,33463969
525,12/15/2006,Arthur et les Minimoys,80000000,15132763,113325743
526,8/17/2007,The Invasion,80000000,15074191,40147042
527,6/16/2000,Fantasia 2000 (Theatrical Release),80000000,9103630,9103630
528,38392,A Sound of Thunder,80000000,1900451,6300451
529,12/31/2015,"Don Gato, el inicio de la pandilla",80000000,0,4534791
530,6/15/1994,The Lion King,79300000,422780140,987480140
531,41184,Journey 2: The Mysterious Island,79000000,103860290,318146162
532,40858,Jack and Jill,79000000,74158157,150519217
533,12/21/2001,A Beautiful Mind,78000000,170708996,317668058
534,9/27/2013,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649
535,37356,Red Dragon,78000000,92955420,206455420
536,38110,Hidalgo,78000000,67286731,108086731
537,37932,The League of Extraordinary Gentlemen,78000000,66465204,179265204
538,8/20/2004,Exorcist: The Beginning,78000000,41814863,43957541
539,12/31/2012,Astérix et Obélix: Au service de Sa Majesté,77600000,0,60680125
540,42706,The Little Prince,77500000,1311213,90794805
541,41340,Despicable Me 2,76000000,368065385,974873764
542,37778,2 Fast 2 Furious,76000000,127120058,236410607
543,12/25/2006,Children of Men,76000000,35552383,69853395
544,6/30/2000,The Adventures of Rocky & Bullwinkle,76000000,26000610,35129610
545,42589,The Secret Life of Pets,75000000,364929500,833729500
546,35102,Independence Day,75000000,306169255,817400878
547,5/22/1997,The Lost World: Jurassic Park,75000000,229086679,618638999
548,3/31/2006,Ice Age: The Meltdown,75000000,195330621,651899282
549,5/27/2005,Madagascar,75000000,193595521,556559566
550,6/25/2010,Grown Ups,75000000,162001186,272223430
551,37996,Shark Tale,75000000,161412000,371917043
552,7/14/2000,X-Men,75000000,157299717,296339717
553,6/27/2008,Wanted,75000000,134508551,342416460
554,35252,The Rock,75000000,134069511,336069511
555,2/13/2004,50 First Dates,75000000,120776832,196324496
556,7/20/2007,Hairspray,75000000,118871849,202871849
557,5/31/2013,Now You See Me,75000000,117723989,351723989
558,12/15/2006,Dreamgirls,75000000,103365956,155708695
559,7/23/1999,Inspector Gadget,75000000,97387965,97387965
560,40858,Immortals,75000000,83504017,211562435
561,6/18/2004,The Terminal,75000000,77073959,218673959
562,2/18/2005,Constantine,75000000,75976178,221594911
563,7/21/2006,Monster House,75000000,73661010,141267370
564,1/16/2009,Hotel for Dogs,75000000,73034460,118230763
565,36750,Vertical Limit,75000000,68473360,213500000
566,12/21/2007,Charlie Wilson's War,75000000,66661095,119512771
567,4/16/1999,Life,75000000,64062587,73521587
568,38445,Be Cool,75000000,55849401,94944017
569,12/23/2005,Munich,75000000,47379090,131492772
570,40274,Killers,75000000,47059963,95572749
571,8/14/2015,The Man From U.N.C.L.E.,75000000,45445109,105445109
572,37805,Tears of the Sun,75000000,43632458,85632458
573,7/21/2006,Lady in the Water,75000000,42285169,72785169
574,12/17/2004,Spanglish,75000000,42044321,54344321
575,37235,Bandits,75000000,41523271,71523271
576,12/17/1999,Anna and the King,75000000,39251128,39251128
577,34887,First Knight,75000000,37361412,127361412
578,3/25/2011,Sucker Punch,75000000,36392502,89758389
579,38659,Hostage,75000000,34636443,77636443
580,6/13/2003,Hollywood Homicide,75000000,30207785,50409753
581,6/16/2000,Titan A.E.,75000000,22751979,36751979
582,12/17/2004,Flight of the Phoenix,75000000,21009180,34009180
583,10/23/1998,Soldier,75000000,14623082,14623082
584,1/15/1999,Virus,75000000,14010690,30626690
585,2/23/2001,Monkeybone,75000000,5409517,5409517
586,42284,Minions,74000000,336045770,1163624481
587,42157,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311594032
588,11/22/2000,Unbreakable,73243106,94999143,248099143
589,38815,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525
590,5/20/2016,The Angry Birds Movie,73000000,107509366,347118767
591,35984,Snake Eyes,73000000,55591409,103891409
592,2/13/1998,Sphere,73000000,37068294,50168294
593,7/27/2007,The Simpsons Movie,72500000,183135014,527071022
594,39662,Fool's Gold,72500000,70231041,109362966
595,7/31/2009,Funny People,72500000,51855045,71880305
596,9/28/2007,The Kingdom,72500000,47467250,86509602
597,6/22/2001,Doctor Dolittle 2,72000000,112950721,176101721
598,5/24/1995,Braveheart,72000000,75545647,209045647
599,38453,Jarhead,72000000,62647540,96947540
600,4/27/2001,Driven,72000000,32616869,54616869
601,12/21/2001,The Majestic,72000000,27796042,37306334
602,6/25/2004,Two Brothers,72000000,19176754,62176754
603,7/30/2004,The Village,71682975,114197520,257641634
604,6/26/1998,Doctor Dolittle,71500000,144156605,294156605
605,37295,Signs,70702619,227965690,408265690
606,5/19/2004,Shrek 2,70000000,441226247,937008132
607,38966,Cars,70000000,244082982,461651246
608,12/23/2009,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213
609,6/22/1988,Who Framed Roger Rabbit?,70000000,154112492,351500000
610,7/30/1999,Runaway Bride,70000000,152257509,310138178
611,37507,xXx,70000000,141930000,267200000
612,35288,Ransom,70000000,136492681,308700000
613,8/20/2009,Inglourious Basterds,70000000,120774594,316915264
614,33554,Hook,70000000,119654823,300854823
615,32939,Die Hard 2,70000000,117323878,239814025
616,37841,S.W.A.T.,70000000,116877597,207154748
617,11/19/1999,Sleepy Hollow,70000000,101068340,207068340
618,12/14/2001,Vanilla Sky,70000000,100614858,202726605
619,6/13/1997,Hercules,70000000,99112101,250700000
620,3/22/2013,Olympus Has Fallen,70000000,98927592,150562164
621,40850,Battle: Los Angeles,70000000,83552429,213463976
622,8/13/2004,AVP: Alien Vs. Predator,70000000,80281096,172543519
623,12/25/2011,War Horse,70000000,79883359,156815529
624,37259,We Were Soldiers,70000000,78120196,114658262
625,41822,The Monuments Men,70000000,78031620,158702748
626,36111,Star Trek: Insurrection,70000000,70187658,117800000
627,37906,Big Fish,70000000,66432867,123954323
628,6/17/1994,Wolf,70000000,65011757,131011757
629,1/20/2012,Underworld: Awakening,70000000,62321039,160379930
630,41922,Dracula Untold,70000000,55991880,216821942
631,32759,The Abyss,70000000,54243125,54243125
632,9/24/2010,Wall Street 2: Money Never Sleeps,70000000,52474616,137431619
633,1/14/2011,The Dilemma,70000000,48475290,70546865
634,12/25/2005,Rumor Has It,70000000,42996140,88933562
635,35957,The Siege,70000000,40934175,116625798
636,39363,Stardust,70000000,38634938,137022245
637,6/15/2012,Rock of Ages,70000000,38518613,61031932
638,9/23/2016,Storks,70000000,38487415,77287415
639,35652,Seven Years in Tibet,70000000,37945884,131445884
640,9/17/2004,Sky Captain and the World of Tomorrow,70000000,37760080,49730854
641,37267,I Spy,70000000,33561137,60279822
642,37443,Bad Company,70000000,30157016,69157016
643,10/21/2005,Doom,70000000,28212337,54612337
644,1/29/2016,The Finest Hours,70000000,27569558,48197252
645,10/18/2013,Escape Plan,70000000,25135965,103735965
646,9/23/2011,Killer Elite,70000000,25124986,65409046
647,1/16/1998,Hard Rain,70000000,19870567,19870567
648,2/15/2002,Hart's War,70000000,19076815,33076815
649,37470,Rollerball,70000000,18990542,25852508
650,41913,The Legend of Hercules,70000000,18848538,61402445
651,9/20/2002,Ballistic: Ecks vs. Sever,70000000,14294842,14294842
652,37172,Osmosis Jones,70000000,13596911,13596911
653,41887,Legends of Oz: Dorothy’s Return,70000000,8462347,20107933
654,1/16/2015,Blackhat,70000000,7889395,19535476
655,3/31/2006,Basic Instinct 2,70000000,5946136,35417162
656,5/28/2010,Agora,70000000,619423,38992292
657,40428,Despicable Me,69000000,251513985,543495033
658,7/30/2010,Dinner for Schmucks,69000000,73026337,86796502
659,6/30/2010,The Twilight Saga: Eclipse,68000000,300531751,706102828
660,5/31/2002,The Sum of All Fears,68000000,118471320,193500000
661,6/26/2015,Ted 2,68000000,81284830,216500183
662,7/13/2001,The Score,68000000,71069884,113542091
663,2/25/2011,Hall Pass,68000000,45060734,87173475
664,11/22/1995,Money Train,68000000,35324232,77224232
665,3/21/2003,Dreamcatcher,68000000,33685268,75685268
666,36319,Mystery Men,68000000,29762011,33462011
667,36291,The Insider,68000000,28965197,60265197
668,40942,Doctor Seuss' The Lorax,67500000,214030500,350976753
669,39731,Body of Lies,67500000,39394666,118556530
670,6/22/2012,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730
671,9/20/1996,Last Man Standing,67000000,18115927,18115927
672,8/17/2007,The Last Legion,67000000,5932060,25357771
673,4/30/1999,Entrapment,66000000,87707396,211700000
674,6/19/1998,The X Files: Fight the Future,66000000,83898313,189176423
675,3/14/2014,Need for Speed,66000000,43568507,194169619
676,7/24/1998,Saving Private Ryan,65000000,216335085,485035085
677,12/15/2000,What Women Want,65000000,182805123,374105123
678,41163,Lincoln,65000000,182207973,273346281
679,3/15/2002,Ice Age,65000000,176387405,386116343
680,6/30/1995,Apollo 13,65000000,172070496,334100000
681,3/31/1999,The Matrix,65000000,171479930,463517383
682,12/25/2012,Les Miserables,65000000,148809770,442169052
683,37267,The Santa Clause 2,65000000,139225854,172825854
684,32879,Total Recall,65000000,119394839,261400000
685,12/18/1998,You've Got Mail,65000000,115821495,250800000
686,12/25/2014,Unbroken,65000000,115637895,163442936
687,42130,Spy!,65000000,110825712,233125712
688,40309,Due Date,65000000,100539043,211739043
689,7/25/2008,Step Brothers,65000000,100468793,128468793
690,12/15/1995,Jumanji,65000000,100458310,262758310
691,7/17/1998,The Mask of Zorro,65000000,93828745,233700000
692,36624,Space Cowboys,65000000,90454043,128874043
693,12/19/2014,Annie,65000000,85911262,139840525
694,5/28/1993,Cliffhanger,65000000,84049211,255000000
695,42712,Pete’s Dragon,65000000,74743643,127343643
696,35310,Broken Arrow,65000000,70645997,148345997
697,38968,World Trade Center,65000000,70278893,163295654
698,36714,The Kid,65000000,69688384,69688384
699,12/19/2003,Mona Lisa Smile,65000000,63803100,141205169
700,5/16/2012,The Dictator,65000000,59650222,180148897
701,7/16/1999,Eyes Wide Shut,65000000,55691208,104267443
702,2/17/2012,This Means War,65000000,54760791,156974557
703,2/27/2015,Focus,65000000,53862963,154362963
704,38211,Blade: Trinity,65000000,52397389,132397389
705,11/21/2012,Red Dawn,65000000,44806783,48164150
706,12/22/2006,We Are Marshall,65000000,43545364,43545364
707,9/18/2015,Everest,65000000,43309450,221662676
708,9/14/2012,Resident Evil: Retribution,65000000,42345531,238940997
709,3/20/1998,Primary Colors,65000000,39017984,39017984
710,10/15/1999,Fight Club,65000000,37030102,100853753
711,8/22/2008,Death Race,65000000,36316032,72516819
712,35379,The Long Kiss Goodnight,65000000,33447612,33447612
713,36750,Proof of Life,65000000,32598931,62761005
714,38667,Zathura,65000000,28045540,58545540
715,11/26/2003,The Missing,65000000,26900336,38253433
716,1/14/2005,Elektra,65000000,24409722,56409722
717,10/23/2009,Astro Boy,65000000,19551067,41636243
718,1/24/2014,"I, Frankenstein",65000000,19075290,74575290
719,5/24/1991,Hudson Hawk,65000000,17218916,17218916
720,8/22/2014,Sin City: A Dame to Kill For,65000000,13757804,39499349
721,10/27/2000,Lucky Numbers,65000000,10014234,10014234
722,9/23/2005,Oliver Twist,65000000,2070920,26670920
723,42103,Tian jiang xiong shi,65000000,74070,116864070
724,7/14/2006,Little Man,64000000,58636047,101636047
725,36382,Random Hearts,64000000,31054924,63200000
726,12/27/2006,Perfume: The Story of a Murderer,63700000,2223293,133603463
727,34279,Jurassic Park,63000000,395708305,1038812584
728,7/25/2002,Austin Powers in Goldmember,63000000,213117789,292738626
729,40547,Hop,63000000,108085305,188657593
730,6/24/1994,Wyatt Earp,63000000,25052000,25052000
731,34401,Clear and Present Danger,62000000,122012656,207500000
732,4/21/2000,U-571,62000000,77086030,127630030
733,11/17/1995,The American President,62000000,60022813,107822813
734,12/25/2015,The Hateful Eight,62000000,54117416,145478036
735,6/20/2008,The Love Guru,62000000,32200122,40123346
736,2/23/2001,3000 Miles to Graceland,62000000,15738632,18708848
737,41708,Gone Girl,61000000,167767189,368567189
738,3/30/2007,Blades of Glory,61000000,118594548,145594548
739,9/18/2015,Maze Runner: The Scorch Trials,61000000,81697192,310697192
740,41313,2 Guns,61000000,75612460,132493015
741,2/19/2016,Mei Ren Yu,60720000,3229457,552198479
742,12/22/2004,Meet the Fockers,60000000,279167575,516567575
743,41822,The Lego Movie,60000000,257784718,457729388
744,39328,300,60000000,210614939,454161935
745,39116,Wild Hogs,60000000,168213584,253555383
746,12/25/2008,Marley & Me,60000000,143153751,247812011
747,36445,The Green Mile,60000000,136801374,290701374
748,38453,Chicken Little,60000000,135386665,310043823
749,35921,The Truman Show,60000000,125618201,264118201
